"das_voyage_id","type_of_ship","particulars"
"94638","","The cargo of the BLOEMENDAAL consisted among other things of f 215,629 in cash. In 1756 the ship was wrecked off Surat."
"95766","","From 17 till 20-07-1792 the RECHT DOOR ZEE was at Duins. In 1795 or 1796 the ship was sold at Batavia."
"95648","fregat",""
"98007","",""
"96415","",""
"97304","fluit",""
"93614","",""
"92505","pinas","Via England."
"93326","","At Portsmouth from 04-07 till 08-07-1716 because of leakage; at Falmouth 11-07 till 26-07-1716. Laid up at Batavia in 1725."
"94675","","During the voyage one soldier probably became a seafarer."
"95716","","According to K.A. 4328 the departing crew consisted of 286 men."
"95895","","The return fleet (5067-5071) under admiraal Wybrand van Warwijck. Because of leakage the HOLLANDIA and the DORDRECHT were forced to stay at Mauritius from 06-04 till 04-11-1606; 28-01 till 28-02-1607 at St. Helena. The remainder of the fleet stayed from 06-04 till 21-04 at Mauritius and left under command of Daniel van der Leek; from 30-06 till 08-07 at St. Helena."
"97484","fluit",""
"91543","fluit","Via Maio I. (25-06-1666). The ship stayed near Lombok from 26-02 till 10-03-1667. The OOIEVAAR was wrecked in the Ganges in Bengal, 30-07-1668."
"95239","","Specified data concerning the crew of the DANKBAARHEID: 169 seafarers, 70 soldiers, and 12 craftsmen departed from Goeree or embarked at the Cape. See also the HUIS OM (4173)."
"99034","fluit","The VREDE carried the cargo of the homeward-bound PAREL, laid up at the Cape (see 8193)."
"96069","","Return fleet (5240-5242) under command of Willem Jakobsz. Koster aboard the PRINS WILLEM joined at the Cape the return fleet of Pieter Vlak."
"98387","","Crew at the Cape: 97."
"94306","",""
"97558","jacht","At the departure Jakob van der Res was probably the master."
"95155","","From 18-01-1772 till 03-05-1773 the BEEKVLIET was at St. Paulo de Luanda: 6 seafarers died, many members of the crew deserted. At the departure from St. Paulo the ship was accompanied by the ZON (4158) for some time. When the BEEKVLIET arrived at the Cape, its crew consisted of only 161 men. The following data refer to the crew of the BEEKVLIET as well as to the crews of the HOOLWERF (4167), the VROUWE GEERTRUIDA (4169), and the VROUWE ELISABETH (4171): 607 seafarers, 282 soldiers, 40 craftsmen, and one passenger arrived at Batavia. Data concerning both the above-mentioned four ships and the IJSSELMONDE (4172): 1102 seafarers, 530 soldiers, 89 craftsmen, and one passenger departed from the Republic or embarked at the Cape; at S. Tiago 4 seafarers and 3 soldiers died, one soldier deserted; 198 seafarers, 119 soldiers, and 23 craftsmen died during the voyage."
"94567","","From 11 till 17-11-1750 the SPARENRIJK called at S. Tiago."
"91157","",""
"97414","",""
"96122","",""
"97326","",""
"97620","",""
"92012","fluit","Via Canary Islands. Via Mauritius to accompany the PAREL which made water (see 0897). Attempting to relieve Fort Zeelandia at Formosa the KORTENHOEF was wrecked, 16-09-1661."
"99031","",""
"94559","","The 119 soldiers who embarked at Rammekens included 11 gunners; they all disembarked at Batavia."
"94028","","From 07 till 15-06 at S. Tiago. One of the corporals became third meester."
"95782","","According to K.A. 4336 A. Hansonmaat was master. In 1 796 the DRAAK, being at anchor in the roads of Batavia, was struck by lightning and burnt down."
"91569","hoeker",""
"91947","",""
"97940","",""
"93594","",""
"98286","",""
"98765","",""
"96210","",""
"97825","","The 90 men aboard the VAN ALSEM included 7 impotenten."
"91721","",""
"94857","","On 27-03-1762 the RHOON was wrecked in a heavy storm near Ceylon."
"94977","","From 28-05 till 10-06-1765 the HUIS TE BIJWEG was at S. Tiago: one seafarer and one soldier died, 9 seafarers and 2 soldiers deserted. At the Cape one seafarer and one soldier died."
"98167","","Missing between Batavia and the Cape."
"92792","pinas","From 22-12-1695 till 03-04-1696 at Portsmouth; 7 seafarers ran away."
"92800","fregat","Together with NIJPTANG (1741) and WEZELTJE (1742) from 17-08 till 21-08-1696 at Tristan da Cunha; 29-11 till 05-12-1696 at the islands of Amsterdam and St. Paulo; 29-12-1696 till 21-02-1697 at the Zuidland (see Schilder)."
"94393","","The WILDRIJK called at S. Tiago 27-06 till 09-07-1757, where 5 seafarers and 2 soldiers deserted or died."
"92917","jacht","On 17-04-1701 second departure. Laid up at Batavia in 1707."
"97151","",""
"93704","","The ship was lost between the Cape and Batavia."
"92663","pinas","The ship was wrecked at the roads of Batavia in 1698."
"98129","",""
"95738","","In 1795 the MEEUWTJE was sold at Batavia."
"94351","","Some of the 29 persons who disembarked at the Cape went to the KETEL (see 3304); the 16 embarking persons partially came from the KETEL and the LEIDEN (see 3321). One soldier became cook's wain. The BROUWER replaced the ABBEKERK, wrecked on a return voyage in 1742 (see 7139)."
"98503","","Crew at the Cape: 135. 3810/7658 was the second voyage of this ship, which during its preceding voyage was called AMERONGEN (3664/7556)."
"98308","","Crew at the Cape: 100."
"92013","fluit","Sold at Batavia 20-05-1670."
"93375","fluit","From 22-01 till 26-01-1718 at Torbay."
"93902","","From 11-01 till 14-01-1732 at Duins: one seafarer went to the WESTERDIJKSHORN (2868)."
"92863","pinas",""
"94310","","From 15 till 20-06-1743 the ship was at S. Tiago. See also 3265."
"95290","",""
"96026","","From 26-12 till 30-01 at Mauritius; from 06-04 till 14-04 at St. Helena."
"97152","fluit","According to N.A. 1902, XXVI 94 Klaas van Dalen was master."
"96733","",""
"97183","fluit",""
"97103","",""
"96439","fluit","Via Trondheim, not via Bergen."
"95981","jacht",""
"94668","",""
"91332","jacht","Wrecked near Boa Vista, 1623. Its destination was Surat."
"96869","",""
"94527","","From 03 till 07-06-1749 the PRINSES CAROLINA called at S. Tiago."
"99064","","Sailing to the Cape the POLLUX was overtaken by a heavy storm. Masts, rigging, and rudder were damaged, the hull got leaky. Part of the gunpowder was affected by water."
"94637","","During the voyage one soldier probably became seafarer. The VREDE carried among other things f 98,109 in cash. See the WIMMENUM (3571)."
"92343","pinas","One soldier stayed behind on the west coast of Sumatra."
"92192","jacht","Via S. Tiago."
"96013","","Ship of the Nassause vloot; chained up for about one year at the Isle of Wight."
"92979","pinas","The ship sailed for the first time on 21-12-1701. Because of the loss of the masts the ship took refuge at Milfort from 20-03-1702 till 16-05-1702. At Milfort Meindert de Boer succeeded Gerrit Gerritsz. who went over the IJSSELMONDE (1887). The DRIE KRONEN was back at Texel on 24-06-1702 and set sail again on 28-04-1703. The ship was laid up at Batavia in 1708."
"98921","","The BRESLAU flew the Prussian flag. On 11-11-1784 the ship was wrecked off Boulogne. 4408/8101 was the third voyage of this ship, which during its preceding voyages was called BLOK (4327/8049). See also the GANGES (8106)."
"98868","",""
"92478","pinas","Via S. Tiago. Acc. To Daghreg. 1682 the ship arrived at Tanara on 04-04-1682. 30 soldiers were taken on board."
"99227","","The 11 passengers included eight condemned persons; the destination was the Cape. The LUCHTENBURG got missing between Batavia and the Cape."
"92332","","Via S. Vincente, where 4 seafarers and 1 soldier stayed behind."
"95495","","Soon after its departure from Rammekens the STAVENISSE cast anchor in an English port (departure: 29-04-1784). The ship did not call at the Cape but at False Bay."
"92886","fregat","From 25-02 till 04-03-1700 at Duins. On 21/22-11-1702 sunk on the roads of Batavia."
"95433","","During the voyage two members of the crew deserted. The date of departure from the Cape is unknown."
"99027","fluit","On 25-08-1788 the MARIA ran aground and went to pieces in Plettenberg Bay near the Cape. Part of the cargo was saved and taken over by the outward-bound JONGE FRANK (4621) and the homeward-bound DUIFJE (8312)."
"96668","",""
"92146","","Via the Wielingen: 08-01 till 24-03-1665, S. Vincente: 19 till 20-05-1665, Bravo I.: 22-05-1665 and Ascension: 14-07-1665. On board: commandeur IJsbrand Godske."
"94133","","From 20-02 till 03-03-1738 the ship was at S. Tiago. The KARSENHOF was laid up in the Indies in 1743."
"94924","","The ZUID-BEVELAND called at Portsmouth and at Falmouth (26 till 31-08 and 05 till 23-09-1763 respectively); at Portsmouth one seafarer deserted; at Falmouth 7 seafarers, one soldier and one craftsman were pressed by the English, one seafarer died."
"99005","",""
"99071","paketboot","Between Batavia and the Cape a slave revolt broke out; Jan Andries Rugee and two other members of the crew were killed. The rest of the crew managed to suppress the insurrection by shooting the main instigators. Jan Wilting took Rugee's place as master. At the Cape Francois Johan van den Broek was appointed master of the HAASJE."
"91761","jacht","Stayed in the Indies; ran ashore on the Isle of Sapudi and was set on fire by the crew, 12-09-1646."
"95550","","See the MEEUWTJE (4477)."
"97914","",""
"98392","","At the Cape Jakob Zwart succeeded Adriaan Bertrand as master of the VLIETLUST. Crew at the Cape: 110."
"91433","jacht","Stayed in the Indies and laid up, 08-10-1640."
"96296","jacht","From 9/10-03 till 08-04-1659 at St. Helena."
"91400","jacht","Stayed in the Indies."
"91253","jacht","Stayed in the Indies and laid up between 1620-1621."
"93141","",""
"91427","",""
"96106","",""
"91266","jacht","Stayed in the Indies and laid up in 1623."
"92389","fluit","Via Zeeland (departure on 01-12-1675) and Duins (18-01-1676). The ship was laid up and sold at Batavia on 20-11-1688."
"96248","jacht",""
"92105","","On board commandeur Johan van der Laan."
"92960","",""
"98458","","Crew at the Cape: 105."
"95392","",""
"98706","",""
"95661","","After having arrived at Batavia the CHRISTOFFEL COLUMBUS sailed on to China; arrival: 16-10-1789."
"96797","fluit",""
"94209","","The BERKENRODE was laid up in the Indies in 1744."
"91384","","From 12-04 till 16-04 at Maio Island."
"91249","","Reprovisioned in the St. Lucia Bay."
"95020","","After having called at Batavia, the GANZENHOEF sailed on to China. See the ASCHAT (3953)."
"91082","","Fleet (0028-0030) under command of admiraal Steven van der Hagen, aboard the ZON and vice-admiraal Kornelis Heinsz. equipped by the 'Oude Oostindische Compagnie'. From 08-05 till 16-05 at Maio I.; from 02-07 till 17-07 before Corsico; from 27-10 till 10-11 Sonnebaai (Madagascar) and from 17-11 till 21-12 in the Bay of Antongil."
"92742","fluit","At Rio Sester, Guinea, from 03-05 till 10-05-1694."
"92711","galjoot","The ship was laid up at Bengal in 1700."
"94244","","The LEIDUIN called at S. Tiago where one seafarer and one soldier deserted (05 till 30-03-1741). Some of the four seafarers who embarked at the Cape were taken over from the PATMOS (3207); at the Cape three soldiers became seafarers. The ship was laid up in the Indies on 11-09-1744."
"96728","pinas",""
"98916","","A mutiny was suppressed between Batavia and the Cape."
"95504","hoeker",""
"93318","pinas",""
"94199","","From 09 till 11-10-1739 the ship was at Duins."
"91170","",""
"97237","",""
"95257","","During the voyage one member of the crew deserted."
"91873","galjoot","Via Brazil. After departure from the Cape command the ship under of Gerrit Abelsen went first to Gamron, then to Surat. Departure from Surat 11-11-1653. The ship was wrecked on the river of Cambodia (1-1-1657)."
"97323","fluit",""
"96339","fluit",""
"91648","",""
"98983","",""
"97362","jacht",""
"93703","fluit",""
"97052","fluit",""
"93681","jacht",""
"96469","","Aboard the WAPEN VAN MIDDELBURG was Wagenaar, vice-commandeur of the return fleet."
"93394","","The ship was lost on a voyage to Japan in 1719."
"96354","",""
"91421","jacht","From 28-01 till 17-02 in the Downs; from 24-03 till 09-04 on the Cape Verde I. The ship stayed in the Indies. Together with the OOSTZANEN 139 men on board."
"99233","","Crew at the Cape: 137."
"94330","","From 02 till 04-02-1744 the DISHOEK called at S. Tiago where one seafarer died, another seafarer and one soldier deserted."
"95771","","According to K.A. 4390a the departing crew consisted of 296 men."
"96814","pinas","Joined the return fleet of 30-01-1692 at the Cape."
"93645","",""
"94384","",""
"91887","fluit",""
"93006","pinas",""
"98627","",""
"96753","",""
"93530","","From 05-01 till 13-01-1722 at Duins."
"96558","bootje",""
"93959","","Jan Hokkeling remained at the Cape and was succeeded by Jan Mijndertsz."
"97517","",""
"97098","pinas",""
"91980","","At the Cape 27 soldiers went from the ORANJE to the MALACCA."
"91520","",""
"91523","",""
"91278","","Fleet (0237-0250) under command of Nikolaas van Baecum aboard the HOLLANDIA and vice-admiraal Kornelis Reiniersz. aboard the ZIERIKZEE."
"91469","","See 0428; the AMSTERDAM did not stay in the Indies."
"93369","","From 03-11 till 14-01-1718 at Portsmouth."
"97990","",""
"96748","pinas","Aboard the LANDS WELVAREN was Jakob Kouper, commandeur of the return fleet."
"98866","",""
"96222","","109 men including 2 passengers."
